business_id,ViolationTypeID,risk_category,description,business_name,business_address,business_city,business_state,inspection_id,inspection_date,inspection_type,mes,día,año,Aprobado,Observación,Clausurado
60354,103150,Low Risk,Improper or defective plumbing,Taqueria Castillo B,10 Mason St,San Francisco,CA,60354_20190606,2019-06-06,Routine - Unscheduled,June,Thursday,2019,True,False,False
14303,103154,Low Risk,Unclean or degraded floors walls or ceilings,Mango Medley,3911 Judah St.,San Francisco,CA,14303_20180621,2018-06-21,Routine - Unscheduled,June,Thursday,2018,True,False,False
1994,103133,Moderate Risk,Foods not protected from contamination,EL POLLO SUPREMO,5210 MISSION St,San Francisco,CA,1994_20170525,2017-05-25,Routine - Unscheduled,May,Thursday,2017,False,True,False
3510,103154,Low Risk,Unclean or degraded floors walls or ceilings,City View Restaurant,662 Commercial St,San Francisco,CA,3510_20190403,2019-04-03,Routine - Unscheduled,April,Wednesday,2019,True,False,False
37167,103120,Moderate Risk,Moderate risk food holding temperature,InterContinental San Francisco Employee Cafeteria,888 Howard St 2nd Floor,San Francisco,CA,37167_20190909,2019-09-09,Routine - Unscheduled,September,Monday,2019,False,True,False
35425,103120,Moderate Risk,Moderate risk food holding temperature,LOCAL KITCHEN & WINE MERCHANT,330 01st St,San Francisco,CA,35425_20190219,2019-02-19,Routine - Unscheduled,February,Tuesday,2019,False,True,False
2646,103161,Low Risk,Low risk vermin infestation,THE PHOENIX BAR & RESTAURANT,811 VALENCIA St,San Francisco,CA,2646_20190508,2019-05-08,Routine - Unscheduled,May,Wednesday,2019,True,False,False
3645,103154,Low Risk,Unclean or degraded floors walls or ceilings,ZUNI CAFE,1658 MARKET St,San Francisco,CA,3645_20171102,2017-11-02,Routine - Unscheduled,November,Thursday,2017,True,False,False
64660,103154,Low Risk,Unclean or degraded floors walls or ceilings,Haight Street Market,1530 Haight St,San Francisco,CA,64660_20170222,2017-02-22,Routine - Unscheduled,February,Wednesday,2017,True,False,False
2143,103162,Low Risk,Other low risk violation,THE BITTER END,441 CLEMENT St,San Francisco,CA,2143_20190626,2019-06-26,Routine - Unscheduled,June,Wednesday,2019,True,False,False
61016,103120,Moderate Risk,Moderate risk food holding temperature,Pupuseria El Golazo,785 Moscow St,San Francisco,CA,61016_20171205,2017-12-05,Routine - Unscheduled,December,Tuesday,2017,False,True,False
5006,103103,High Risk,High risk food holding temperature,LA MEJOR BAKERY,3329 24th St,San Francisco,CA,5006_20180221,2018-02-21,Routine - Scheduled,February,Wednesday,2018,False,False,True
5942,103131,Moderate Risk,Moderate risk vermin infestation,EPIPHANY ELEMENTARY,600 Italy Ave,San Francisco,CA,5942_20170919,2017-09-19,Routine - Unscheduled,September,Tuesday,2017,False,True,False
7747,103120,Moderate Risk,Moderate risk food holding temperature,SAFEWAY STORE #964,4950 Mission St,San Francisco,CA,7747_20161210,2016-12-10,Routine - Unscheduled,December,Saturday,2016,False,True,False
21982,103143,Low Risk,Inadequate warewashing facilities or equipment,Chico's Grill,3771 Mission St,San Francisco,CA,21982_20190129,2019-01-29,Routine - Unscheduled,January,Tuesday,2019,True,False,False
33710,103154,Low Risk,Unclean or degraded floors walls or ceilings,Phil'z Coffee,3101 24th St,San Francisco,CA,33710_20190731,2019-07-31,Routine - Unscheduled,July,Wednesday,2019,True,False,False
27791,103142,Low Risk,Unclean nonfood contact surfaces,Osha Thai Restaurant & Bar,4 Embarcadero Center  Street Level,San Francisco,CA,27791_20190325,2019-03-25,Routine - Unscheduled,March,Monday,2019,True,False,False
2127,103147,Low Risk,Inadequate ventilation or lighting,NOAH'S BAGELS,2075 CHESTNUT St,San Francisco,CA,2127_20161017,2016-10-17,Routine - Unscheduled,October,Monday,2016,True,False,False
3285,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Wing Lum Cafe,1150 Polk St,San Francisco,CA,3285_20161005,2016-10-05,Routine - Unscheduled,October,Wednesday,2016,False,True,False
40217,103161,Low Risk,Low risk vermin infestation,Pizzetta 211,211 23rd Ave,San Francisco,CA,40217_20180601,2018-06-01,Routine - Unscheduled,June,Friday,2018,True,False,False
1636,103138,Low Risk,Improper storage use or identification of toxic substances,AXUM,698 Haight St,San Francisco,CA,1636_20181003,2018-10-03,Routine - Unscheduled,October,Wednesday,2018,True,False,False
2987,103133,Moderate Risk,Foods not protected from contamination,The Penthouse Club & Steakhouse,412 Broadway St,San Francisco,CA,2987_20170719,2017-07-19,Routine - Unscheduled,July,Wednesday,2017,False,True,False
2996,103105,High Risk,Improper cooling methods,PALOMINO EURO-BISTRO,345 SPEAR St,San Francisco,CA,2996_20190711,2019-07-11,Routine - Unscheduled,July,Thursday,2019,False,False,True
1568,103157,Low Risk,Food safety certificate or food handler card not available,901 Columbus Cafe,901 Columbus Ave,San Francisco,CA,1568_20180405,2018-04-05,Routine - Unscheduled,April,Thursday,2018,True,False,False
3241,103131,Moderate Risk,Moderate risk vermin infestation,SHENG KEE BAKERY,1941 IRVING St,San Francisco,CA,3241_20190807,2019-08-07,Routine - Unscheduled,August,Wednesday,2019,False,True,False
36534,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Jewish Community Center of San Francisco,3200 California,San Francisco,CA,36534_20190123,2019-01-23,Routine - Unscheduled,January,Wednesday,2019,False,True,False
320,103108,High Risk,Contaminated or adulterated food,NAPOLI PIZZA RESTAURANT,1045 POLK St,San Francisco,CA,320_20180522,2018-05-22,Routine - Unscheduled,May,Tuesday,2018,False,False,True
4559,103120,Moderate Risk,Moderate risk food holding temperature,PACIFIC FOOD MART,2199 SUTTER St,San Francisco,CA,4559_20190308,2019-03-08,Routine - Unscheduled,March,Friday,2019,False,True,False
1042,103120,Moderate Risk,Moderate risk food holding temperature,LOVE 'N HAIGHT COFFEE & DELI,553 HAIGHT St,San Francisco,CA,1042_20171211,2017-12-11,Routine - Unscheduled,December,Monday,2017,False,True,False
1487,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,PEET'S COFFEE & TEA,101 02nd St 150,San Francisco,CA,1487_20190610,2019-06-10,Routine - Unscheduled,June,Monday,2019,True,False,False
3323,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Swensen's of SF Inc,1999 Hyde St,San Francisco,CA,3323_20180213,2018-02-13,Routine - Unscheduled,February,Tuesday,2018,True,False,False
1398,103103,High Risk,High risk food holding temperature,YUMMA'S MED GRILL,721 IRVING St,San Francisco,CA,1398_20190417,2019-04-17,Routine - Unscheduled,April,Wednesday,2019,False,False,True
1454,103132,Moderate Risk,Improper thawing methods,KISS SEAFOOD,1708 LAGUNA St,San Francisco,CA,1454_20190411,2019-04-11,Routine - Unscheduled,April,Thursday,2019,False,True,False
38442,103154,Low Risk,Unclean or degraded floors walls or ceilings,Yum Yum Hunan,1828 DIVISADERO St,San Francisco,CA,38442_20170103,2017-01-03,Routine - Unscheduled,January,Tuesday,2017,True,False,False
9156,103103,High Risk,High risk food holding temperature,MEXICO AU PARC,24 SOUTH PARK STREET,San Francisco,CA,9156_20180307,2018-03-07,Routine - Unscheduled,March,Wednesday,2018,False,False,True
4598,103148,Low Risk,No thermometers or uncalibrated thermometers,RINCON MARKET,98 HOWARD St,San Francisco,CA,4598_20170124,2017-01-24,Routine - Unscheduled,January,Tuesday,2017,True,False,False
36022,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Wok In Chinese American Food,50 MENDELL St 6,San Francisco,CA,36022_20190109,2019-01-09,Routine - Unscheduled,January,Wednesday,2019,False,True,False
19043,103103,High Risk,High risk food holding temperature,Underdogs Sports Bar & Grill,1824 Irving St,San Francisco,CA,19043_20180905,2018-09-05,Routine - Unscheduled,September,Wednesday,2018,False,False,True
62578,103132,Moderate Risk,Improper thawing methods,New Chef Hung's Restaurant,823 Clay St,San Francisco,CA,62578_20181130,2018-11-30,Routine - Unscheduled,November,Friday,2018,False,True,False
5025,103154,Low Risk,Unclean or degraded floors walls or ceilings,PIZZA HUT,3349 MISSION St,San Francisco,CA,5025_20180405,2018-04-05,Routine - Unscheduled,April,Thursday,2018,True,False,False
64141,103102,High Risk,Unclean hands or improper use of gloves,Fresco Pizza and Grill,1338 Polk St,San Francisco,CA,64141_20161024,2016-10-24,Routine - Unscheduled,October,Monday,2016,False,False,True
589,103109,High Risk,Unclean or unsanitary food contact surfaces,WON TON HOUSE,1325 NORIEGA St,San Francisco,CA,589_20161128,2016-11-28,Routine - Unscheduled,November,Monday,2016,False,False,True
25374,103105,High Risk,Improper cooling methods,Cafe Destiji,1075 Front St,San Francisco,CA,25374_20171114,2017-11-14,Routine - Unscheduled,November,Tuesday,2017,False,False,True
544,103143,Low Risk,Inadequate warewashing facilities or equipment,THAI TIME RESTAURANT,315 08th Ave,San Francisco,CA,544_20180925,2018-09-25,Routine - Unscheduled,September,Tuesday,2018,True,False,False
20327,103154,Low Risk,Unclean or degraded floors walls or ceilings,"Subs, Inc.",1300 CASTRO St,San Francisco,CA,20327_20180717,2018-07-17,Routine - Unscheduled,July,Tuesday,2018,True,False,False
4703,103144,Low Risk,Unapproved or unmaintained equipment or utensils,LA CANASTA TAKE-OUT,3006 Buchanan St,San Francisco,CA,4703_20170830,2017-08-30,Routine - Unscheduled,August,Wednesday,2017,True,False,False
1542,103139,Low Risk,Improper food storage,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,San Francisco,CA,1542_20191001,2019-10-01,Routine - Unscheduled,October,Tuesday,2019,True,False,False
2766,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,2766_20180413,2018-04-13,Routine - Unscheduled,April,Friday,2018,True,False,False
3167,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,MING'S DINER,2129 Taraval St,San Francisco,CA,3167_20161107,2016-11-07,Routine - Unscheduled,November,Monday,2016,False,True,False
1950,103129,Moderate Risk,Insufficient hot water or running water,BULLSHEAD RESTAURANT,840 ULLOA St,San Francisco,CA,1950_20170126,2017-01-26,Foodborne Illness Investigation,January,Thursday,2017,False,True,False
2256,103151,Low Risk,Inadequate or unsanitary refuse containers or area or no garbage service,BLUE DANUBE COFFEE HOUSE,306 CLEMENT St,San Francisco,CA,2256_20190716,2019-07-16,Routine - Unscheduled,July,Tuesday,2019,True,False,False
6916,103154,Low Risk,Unclean or degraded floors walls or ceilings,GRAND 7 LIQUOR & DELI,1740A Cesar Chavez St,San Francisco,CA,6916_20170522,2017-05-22,Routine - Unscheduled,May,Monday,2017,True,False,False
7748,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,FOODS CO. #351,345 WILLIAMS Ave,San Francisco,CA,7748_20170125,2017-01-25,Routine - Unscheduled,January,Wednesday,2017,True,False,False
3151,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,New Asia Restaurant,772 Pacific Ave,San Francisco,CA,3151_20161114,2016-11-14,Routine - Unscheduled,November,Monday,2016,True,False,False
3491,103114,High Risk,High risk vermin infestation,Borodudur Restaurant,700 Post St,San Francisco,CA,3491_20190530,2019-05-30,Routine - Unscheduled,May,Thursday,2019,False,False,True
164,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Ladle & Leaf,"50 Post St, 3rd Floor",San Francisco,CA,164_20170908,2017-09-08,Routine - Unscheduled,September,Friday,2017,True,False,False
59397,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Basa Seafood Express,3064 24th St,San Francisco,CA,59397_20170322,2017-03-22,Routine - Unscheduled,March,Wednesday,2017,True,False,False
1527,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,CITY'S CHOICE,301 05th St,San Francisco,CA,1527_20190701,2019-07-01,Routine - Unscheduled,July,Monday,2019,False,True,False
33386,103150,Low Risk,Improper or defective plumbing,Stella Pastry,446 Columbus Ave,San Francisco,CA,33386_20190719,2019-07-19,Routine - Unscheduled,July,Friday,2019,True,False,False
3115,103139,Low Risk,Improper food storage,Yee's Restaurant,1131 Grant Ave,San Francisco,CA,3115_20171206,2017-12-06,Routine - Unscheduled,December,Wednesday,2017,True,False,False
21429,103154,Low Risk,Unclean or degraded floors walls or ceilings,Cafe Isabella,1414 Taylor St,San Francisco,CA,21429_20180131,2018-01-31,Routine - Unscheduled,January,Wednesday,2018,True,False,False
64161,103142,Low Risk,Unclean nonfood contact surfaces,House of Thai,901 LARKIN ST,San Francisco,CA,64161_20190425,2019-04-25,Routine - Unscheduled,April,Thursday,2019,True,False,False
62688,103154,Low Risk,Unclean or degraded floors walls or ceilings,Auntie April's,4618 03rd St,San Francisco,CA,62688_20171002,2017-10-02,Routine - Unscheduled,October,Monday,2017,True,False,False
18538,103142,Low Risk,Unclean nonfood contact surfaces,Farm Fresh to You,1 Ferry Building  #9,San Francisco,CA,18538_20190624,2019-06-24,Routine - Unscheduled,June,Monday,2019,True,False,False
64379,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Piccadilly Fish & Chips,1348 Polk St,San Francisco,CA,64379_20180307,2018-03-07,Routine - Unscheduled,March,Wednesday,2018,False,True,False
59025,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Sushi Umi,132 Bush St,San Francisco,CA,59025_20181003,2018-10-03,Routine - Unscheduled,October,Wednesday,2018,False,True,False
3031,103132,Moderate Risk,Improper thawing methods,Victor's Pizza,1411 Polk St,San Francisco,CA,3031_20190911,2019-09-11,Routine - Unscheduled,September,Wednesday,2019,False,True,False
542,103156,Low Risk,Permit license or inspection report not posted,Hamburger Haven,800 Clement St,San Francisco,CA,542_20190816,2019-08-16,Routine - Unscheduled,August,Friday,2019,True,False,False
3345,103133,Moderate Risk,Foods not protected from contamination,"BAR NONE-SF, LLC",1980 UNION St,San Francisco,CA,3345_20180412,2018-04-12,Routine - Unscheduled,April,Thursday,2018,False,True,False
5940,103131,Moderate Risk,Moderate risk vermin infestation,Sts. Peter & Paul School,666 Filbert St,San Francisco,CA,5940_20181003,2018-10-03,Routine - Unscheduled,October,Wednesday,2018,False,True,False
19,103145,Low Risk,Improper storage of equipment utensils or linens,Nrgize Lifestyle Cafe,"1200 Van Ness Ave, 3rd Floor",San Francisco,CA,19_20171211,2017-12-11,Routine - Unscheduled,December,Monday,2017,True,False,False
60737,103120,Moderate Risk,Moderate risk food holding temperature,Parkside Tavern,1940 TARAVAL St,San Francisco,CA,60737_20180130,2018-01-30,Routine - Unscheduled,January,Tuesday,2018,False,True,False
18102,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Kim Son Restaurant,3614 BALBOA St,San Francisco,CA,18102_20180427,2018-04-27,Routine - Unscheduled,April,Friday,2018,True,False,False
6432,103154,Low Risk,Unclean or degraded floors walls or ceilings,CLAY THEATRE,2261 FILLMORE St,San Francisco,CA,6432_20190524,2019-05-24,Routine - Unscheduled,May,Friday,2019,True,False,False
3498,103143,Low Risk,Inadequate warewashing facilities or equipment,Pacific Union Club,1000 California St,San Francisco,CA,3498_20171120,2017-11-20,Routine - Unscheduled,November,Monday,2017,True,False,False
37462,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Jenny's Burger,1233 09th Ave,San Francisco,CA,37462_20171120,2017-11-20,Foodborne Illness Investigation,November,Monday,2017,False,True,False
3586,103144,Low Risk,Unapproved or unmaintained equipment or utensils,The Pig & Whistle,2801 GEARY Blvd,San Francisco,CA,3586_20171117,2017-11-17,Routine - Unscheduled,November,Friday,2017,True,False,False
3616,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,THE LIBERTIES IRISH BAR & REST.,0994 GUERRERO St,San Francisco,CA,3616_20180126,2018-01-26,Routine - Unscheduled,January,Friday,2018,False,True,False
37802,103103,High Risk,High risk food holding temperature,Lee's Deli,550 California St,San Francisco,CA,37802_20171004,2017-10-04,Routine - Unscheduled,October,Wednesday,2017,False,False,True
4907,103154,Low Risk,Unclean or degraded floors walls or ceilings,JIM GEORGIE'S DONUT,2799 16th St,San Francisco,CA,4907_20171108,2017-11-08,Routine - Unscheduled,November,Wednesday,2017,True,False,False
64524,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Fresca Restaurant,737 IRVING St,San Francisco,CA,64524_20190415,2019-04-15,Routine - Unscheduled,April,Monday,2019,False,True,False
7488,103133,Moderate Risk,Foods not protected from contamination,EUROPA EXPRESS,746-750 LA PLAYA St,San Francisco,CA,7488_20180209,2018-02-09,Routine - Unscheduled,February,Friday,2018,False,True,False
631,103120,Moderate Risk,Moderate risk food holding temperature,SUBWAY SANDWICHES & SALADS,1500 FILLMORE St,San Francisco,CA,631_20190717,2019-07-17,Routine - Unscheduled,July,Wednesday,2019,False,True,False
6619,103120,Moderate Risk,Moderate risk food holding temperature,J C Market,830 Jackson St,San Francisco,CA,6619_20170104,2017-01-04,Routine - Unscheduled,January,Wednesday,2017,False,True,False
59727,103150,Low Risk,Improper or defective plumbing,Luigi's Pizzeria,Pier 39  Space 211-212,San Francisco,CA,59727_20171030,2017-10-30,Routine - Unscheduled,October,Monday,2017,True,False,False
5839,103129,Moderate Risk,Insufficient hot water or running water,ALICE FONG YU ELEMENTARY SCHOOL,1541 12th Ave,San Francisco,CA,5839_20181213,2018-12-13,Routine - Unscheduled,December,Thursday,2018,False,True,False
3433,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Alioto's,Foot of Taylor St #8,San Francisco,CA,3433_20190416,2019-04-16,Routine - Unscheduled,April,Tuesday,2019,True,False,False
3122,103107,High Risk,Improper reheating of food,Tadich Grill,240 California St,San Francisco,CA,3122_20190509,2019-05-09,Routine - Unscheduled,May,Thursday,2019,False,False,True
59826,103144,Low Risk,Unapproved or unmaintained equipment or utensils,JANNAH,1775 FULTON St,San Francisco,CA,59826_20171115,2017-11-15,Routine - Unscheduled,November,Wednesday,2017,True,False,False
4787,103142,Low Risk,Unclean nonfood contact surfaces,TONY BALONEY'S,1098 HOWARD St,San Francisco,CA,4787_20190426,2019-04-26,Routine - Unscheduled,April,Friday,2019,True,False,False
17616,103165,Low Risk,No plan review or Building Permit,SUGAR LOUNGE,377 Hayes St,San Francisco,CA,17616_20170112,2017-01-12,Routine - Unscheduled,January,Thursday,2017,True,False,False
2589,103138,Low Risk,Improper storage use or identification of toxic substances,Dojima-Ann,219 O'Farrell St,San Francisco,CA,2589_20190118,2019-01-18,Complaint,January,Friday,2019,True,False,False
3016,103133,Moderate Risk,Foods not protected from contamination,"R & G Executive Lounge, Inc",631 Kearny St,San Francisco,CA,3016_20170418,2017-04-18,Complaint,April,Tuesday,2017,False,True,False
15279,103161,Low Risk,Low risk vermin infestation,Deli World,18 Ocean Ave.,San Francisco,CA,15279_20190531,2019-05-31,Routine - Unscheduled,May,Friday,2019,True,False,False
6660,103161,Low Risk,Low risk vermin infestation,Tuong Phong Market,628 Ellis St,San Francisco,CA,6660_20171214,2017-12-14,Routine - Unscheduled,December,Thursday,2017,True,False,False
37820,103120,Moderate Risk,Moderate risk food holding temperature,Natural Sensations,1650 HOLLOWAY St #134,San Francisco,CA,37820_20161110,2016-11-10,Routine - Unscheduled,November,Thursday,2016,False,True,False
59021,103154,Low Risk,Unclean or degraded floors walls or ceilings,Subway #43108,4841 Mission St,San Francisco,CA,59021_20180202,2018-02-02,Routine - Unscheduled,February,Friday,2018,True,False,False
3221,103107,High Risk,Improper reheating of food,PASQUALES,700 IRVING St,San Francisco,CA,3221_20170627,2017-06-27,Routine - Unscheduled,June,Tuesday,2017,False,False,True
4803,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,SAN BRUNO SUPERMARKET,2480 SAN BRUNO Ave,San Francisco,CA,4803_20181203,2018-12-03,Routine - Unscheduled,December,Monday,2018,False,True,False
477,103154,Low Risk,Unclean or degraded floors walls or ceilings,Il Pollaio,555 Columbus Ave,San Francisco,CA,477_20170605,2017-06-05,Routine - Unscheduled,June,Monday,2017,True,False,False
5053,103103,High Risk,High risk food holding temperature,JAVA TRADING CO,100 5th St,San Francisco,CA,5053_20170130,2017-01-30,Routine - Unscheduled,January,Monday,2017,False,False,True
36602,103120,Moderate Risk,Moderate risk food holding temperature,Cafe Insalata,209 Jackson St,San Francisco,CA,36602_20190430,2019-04-30,Routine - Unscheduled,April,Tuesday,2019,False,True,False
1989,103157,Low Risk,Food safety certificate or food handler card not available,PRESIDIO GOLF CLUB,8 Presidio Terr,San Francisco,CA,1989_20180829,2018-08-29,Routine - Unscheduled,August,Wednesday,2018,True,False,False
63619,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Subway Sandwiches,77 Van Ness Ave #100,San Francisco,CA,63619_20170131,2017-01-31,Complaint,January,Tuesday,2017,False,True,False
60828,103131,Moderate Risk,Moderate risk vermin infestation,Pi Bar,1432 Valencia St,San Francisco,CA,60828_20190325,2019-03-25,Routine - Unscheduled,March,Monday,2019,False,True,False
9273,103131,Moderate Risk,Moderate risk vermin infestation,Taqueria Mana,439 Stockton St,San Francisco,CA,9273_20180426,2018-04-26,Routine - Unscheduled,April,Thursday,2018,False,True,False
11568,103142,Low Risk,Unclean nonfood contact surfaces,Mijita,1 Ferry Building,San Francisco,CA,11568_20190312,2019-03-12,Routine - Unscheduled,March,Tuesday,2019,True,False,False
337,103145,Low Risk,Improper storage of equipment utensils or linens,GORDO TAQUERIA #2,1239 09th Ave,San Francisco,CA,337_20181204,2018-12-04,Routine - Unscheduled,December,Tuesday,2018,True,False,False
2716,103109,High Risk,Unclean or unsanitary food contact surfaces,RED A BAKERY,634 CLEMENT St,San Francisco,CA,2716_20180917,2018-09-17,Routine - Unscheduled,September,Monday,2018,False,False,True
25301,103105,High Risk,Improper cooling methods,B Restaurant,720 HOWARD St,San Francisco,CA,25301_20161221,2016-12-21,Routine - Unscheduled,December,Wednesday,2016,False,False,True
11488,103144,Low Risk,Unapproved or unmaintained equipment or utensils,AT&T - GHIRARDELLI CHOCOLATE CO. (VIEW LEVEL) [147802],24 Willie Mays Pl,San Francisco,CA,11488_20180911,2018-09-11,Routine - Unscheduled,September,Tuesday,2018,True,False,False
22606,103139,Low Risk,Improper food storage,Canyon Market,2815 Diamond St,San Francisco,CA,22606_20190204,2019-02-04,Routine - Unscheduled,February,Monday,2019,True,False,False
3561,103148,Low Risk,No thermometers or uncalibrated thermometers,Lee's Deli,235 Montgomery St,San Francisco,CA,3561_20190722,2019-07-22,Routine - Unscheduled,July,Monday,2019,True,False,False
64384,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Twenty Five Lusk,25 Lusk St,San Francisco,CA,64384_20180205,2018-02-05,Routine - Unscheduled,February,Monday,2018,False,True,False
3743,103114,High Risk,High risk vermin infestation,ROUND TABLE PIZZA RESTAURANT,3567 Geary Blvd,San Francisco,CA,3743_20180116,2018-01-16,Routine - Unscheduled,January,Tuesday,2018,False,False,True
423,103148,Low Risk,No thermometers or uncalibrated thermometers,Orale Orale Inc,113 Sacramento St,San Francisco,CA,423_20190507,2019-05-07,Routine - Unscheduled,May,Tuesday,2019,True,False,False
2649,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,WAN KEE RESTAURANT,2152 MISSION St,San Francisco,CA,2649_20170831,2017-08-31,Routine - Unscheduled,August,Thursday,2017,False,True,False
38139,103120,Moderate Risk,Moderate risk food holding temperature,Island Market & Deli,2 Ave of the Palms  Bldg. 146,San Francisco,CA,38139_20161214,2016-12-14,Routine - Unscheduled,December,Wednesday,2016,False,True,False
4982,103120,Moderate Risk,Moderate risk food holding temperature,FRANKLIN MARKET,1528 FRANKLIN St,San Francisco,CA,4982_20190819,2019-08-19,Routine - Unscheduled,August,Monday,2019,False,True,False
1018,103121,Moderate Risk,Inadequate procedures or records for time as a public health control,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,1018_20190401,2019-04-01,Routine - Unscheduled,April,Monday,2019,False,True,False
5017,103154,Low Risk,Unclean or degraded floors walls or ceilings,COLLEGE MARKET,995 ELLIS St,San Francisco,CA,5017_20190220,2019-02-20,Routine - Unscheduled,February,Wednesday,2019,True,False,False
3839,103103,High Risk,High risk food holding temperature,EL TORO TAQUERIA,598 VALENCIA St,San Francisco,CA,3839_20170721,2017-07-21,Routine - Unscheduled,July,Friday,2017,False,False,True
3120,103120,Moderate Risk,Moderate risk food holding temperature,Cioppino's,400 Jefferson St,San Francisco,CA,3120_20190312,2019-03-12,Routine - Unscheduled,March,Tuesday,2019,False,True,False
5805,103129,Moderate Risk,Insufficient hot water or running water,ORTEGA ELEMENTARY SCHOOL,400 Sargent St,San Francisco,CA,5805_20170202,2017-02-02,Routine - Unscheduled,February,Thursday,2017,False,True,False
8821,103157,Low Risk,Food safety certificate or food handler card not available,Williams-Sonoma,340 Post St,San Francisco,CA,8821_20190111,2019-01-11,Routine - Unscheduled,January,Friday,2019,True,False,False
13814,103131,Moderate Risk,Moderate risk vermin infestation,Go Go Market & Deli,99 09th St,San Francisco,CA,13814_20171101,2017-11-01,Routine - Unscheduled,November,Wednesday,2017,False,True,False
5562,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,NY FRANKFURTER / COFFEE CART,Civic Ctr- garage Lobby,San Francisco,CA,5562_20180605,2018-06-05,Routine - Unscheduled,June,Tuesday,2018,False,True,False
1139,103142,Low Risk,Unclean nonfood contact surfaces,MINI CAFE,28 VAN NESS,San Francisco,CA,1139_20171127,2017-11-27,Routine - Unscheduled,November,Monday,2017,True,False,False
23704,103138,Low Risk,Improper storage use or identification of toxic substances,Jug Shop Inc,1590 Pacific Ave,San Francisco,CA,23704_20161007,2016-10-07,Routine - Unscheduled,October,Friday,2016,True,False,False
2941,103131,Moderate Risk,Moderate risk vermin infestation,Harrington's Bar & Grill,245 Front St,San Francisco,CA,2941_20171129,2017-11-29,Routine - Unscheduled,November,Wednesday,2017,False,True,False
1135,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Tony's Cable Car Restaurant,2500 GEARY Blvd,San Francisco,CA,1135_20180814,2018-08-14,Complaint,August,Tuesday,2018,True,False,False
28318,103129,Moderate Risk,Insufficient hot water or running water,Hollywood Cafe,530 North Point St,San Francisco,CA,28318_20180320,2018-03-20,Routine - Unscheduled,March,Tuesday,2018,False,True,False
2692,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,TYGER'S,2798 DIAMOND St,San Francisco,CA,2692_20171114,2017-11-14,Routine - Unscheduled,November,Tuesday,2017,False,True,False
38201,103139,Low Risk,Improper food storage,Cafe Venue Fremont,215 Fremont St,San Francisco,CA,38201_20190305,2019-03-05,Routine - Unscheduled,March,Tuesday,2019,True,False,False
34665,103103,High Risk,High risk food holding temperature,Le Petit Laurent,699 CHENERY St,San Francisco,CA,34665_20190612,2019-06-12,Routine - Unscheduled,June,Wednesday,2019,False,False,True
3262,103156,Low Risk,Permit license or inspection report not posted,VILLA D'ESTE,2623 OCEAN Ave,San Francisco,CA,3262_20170323,2017-03-23,Routine - Unscheduled,March,Thursday,2017,True,False,False
80,103139,Low Risk,Improper food storage,Bon Appetit @ USF-LAW SCHOOL CAFE,2199 Fulton St,San Francisco,CA,80_20171204,2017-12-04,Routine - Unscheduled,December,Monday,2017,True,False,False
61579,103154,Low Risk,Unclean or degraded floors walls or ceilings,La Oaxaquena Bakery and Restaurant,2128 Mission St,San Francisco,CA,61579_20170630,2017-06-30,Routine - Unscheduled,June,Friday,2017,True,False,False
4614,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Sun Sang Market,1205 Stockton St,San Francisco,CA,4614_20190521,2019-05-21,Routine - Unscheduled,May,Tuesday,2019,False,True,False
59651,103138,Low Risk,Improper storage use or identification of toxic substances,McGarden Bakery,5131 Mission St,San Francisco,CA,59651_20190128,2019-01-28,Routine - Unscheduled,January,Monday,2019,True,False,False
